xmin,ymin,xmax,ymax,name,file,width,height,class,Xcent,Ycent,boxW,boxH
333,133,360,170,without_mask,maksssksksss124,400,271,2,0.86625,0.559040590405904,0.0675,0.13653136531365315
159,110,193,148,with_mask,maksssksksss672,400,300,0,0.44,0.43,0.085,0.12666666666666668
214,168,246,205,with_mask,maksssksksss672,400,300,0,0.575,0.6216666666666667,0.08,0.12333333333333334
29,150,55,183,with_mask,maksssksksss672,400,300,0,0.105,0.555,0.065,0.11
341,118,376,156,with_mask,maksssksksss672,400,300,0,0.89625,0.45666666666666667,0.0875,0.12666666666666668
240,143,277,186,mask_weared_incorrect,maksssksksss672,400,300,1,0.64625,0.5483333333333333,0.0925,0.14333333333333334
51,221,96,263,without_mask,maksssksksss672,400,300,2,0.18375,0.8066666666666666,0.1125,0.14
1,50,27,78,without_mask,maksssksksss672,400,300,2,0.035,0.21333333333333335,0.065,0.09333333333333334
133,47,159,76,without_mask,maksssksksss672,400,300,2,0.365,0.205,0.065,0.09666666666666666
354,266,397,300,without_mask,maksssksksss672,400,300,2,0.93875,0.9433333333333334,0.1075,0.11333333333333333
14,52,68,137,without_mask,maksssksksss621,400,226,2,0.1025,0.41814159292035397,0.135,0.37610619469026546
191,35,208,54,with_mask,maksssksksss621,400,226,0,0.49875,0.19690265486725664,0.0425,0.084070796460177
162,111,192,137,with_mask,maksssksksss621,400,226,0,0.4425,0.5486725663716814,0.075,0.11504424778761062
299,46,386,141,with_mask,maksssksksss621,400,226,0,0.85625,0.413716814159292,0.2175,0.42035398230088494
218,29,235,48,with_mask,maksssksksss621,400,226,0,0.56625,0.17035398230088494,0.0425,0.084070796460177
91,41,126,76,with_mask,maksssksksss178,268,400,0,0.4048507462686567,0.14625,0.13059701492537312,0.0875
193,86,214,112,without_mask,maksssksksss178,268,400,2,0.7593283582089553,0.2475,0.07835820895522388,0.065
245,90,265,112,without_mask,maksssksksss178,268,400,2,0.9514925373134329,0.2525,0.07462686567164178,0.055
69,80,107,114,with_mask,maksssksksss682,400,277,0,0.22,0.35018050541516244,0.095,0.12274368231046931
191,73,221,106,with_mask,maksssksksss682,400,277,0,0.515,0.3231046931407942,0.075,0.11913357400722022
311,80,346,110,with_mask,maksssksksss682,400,277,0,0.82125,0.34296028880866425,0.0875,0.10830324909747292
3,53,23,77,without_mask,maksssksksss682,400,277,2,0.0325,0.23465703971119134,0.05,0.08664259927797834
108,49,134,67,with_mask,maksssksksss682,400,277,0,0.3025,0.20938628158844766,0.065,0.06498194945848375
55,31,80,62,without_mask,maksssksksss710,400,200,2,0.16875,0.2325,0.0625,0.155
132,61,183,124,with_mask,maksssksksss710,400,200,0,0.39375,0.4625,0.1275,0.315
232,57,279,108,with_mask,maksssksksss710,400,200,0,0.63875,0.4125,0.1175,0.255
188,50,227,89,with_mask,maksssksksss678,400,225,0,0.51875,0.3088888888888889,0.0975,0.17333333333333334
363,104,389,139,with_mask,maksssksksss678,400,225,0,0.94,0.54,0.065,0.15555555555555556
40,74,62,90,without_mask,maksssksksss168,400,225,2,0.1275,0.36444444444444446,0.055,0.07111111111111111
35,116,51,133,with_mask,maksssksksss168,400,225,0,0.1075,0.5533333333333333,0.04,0.07555555555555556
85,79,97,90,with_mask,maksssksksss168,400,225,0,0.2275,0.37555555555555553,0.03,0.04888888888888889
169,66,287,188,with_mask,maksssksksss168,400,225,0,0.57,0.5644444444444444,0.295,0.5422222222222223
363,51,384,81,without_mask,maksssksksss168,400,225,2,0.93375,0.29333333333333333,0.0525,0.13333333333333333
125,76,157,113,with_mask,maksssksksss385,400,245,0,0.3525,0.38571428571428573,0.08,0.1510204081632653
385,25,396,46,without_mask,maksssksksss385,400,245,2,0.97625,0.14489795918367346,0.0275,0.08571428571428572
217,27,229,41,without_mask,maksssksksss385,400,245,2,0.5575,0.13877551020408163,0.03,0.05714285714285714
51,20,61,31,without_mask,maksssksksss385,400,245,2,0.14,0.10408163265306122,0.025,0.044897959183673466
87,15,97,27,without_mask,maksssksksss385,400,245,2,0.23,0.08571428571428572,0.025,0.04897959183673469
97,64,120,89,with_mask,maksssksksss381,400,311,0,0.27125,0.2459807073954984,0.0575,0.08038585209003216
163,75,185,95,with_mask,maksssksksss381,400,311,0,0.435,0.2733118971061093,0.055,0.06430868167202572
207,70,229,96,with_mask,maksssksksss381,400,311,0,0.545,0.26688102893890675,0.055,0.08360128617363344
247,73,267,96,with_mask,maksssksksss381,400,311,0,0.6425,0.2717041800643087,0.05,0.07395498392282958
356,148,362,156,without_mask,maksssksksss381,400,311,2,0.8975,0.4887459807073955,0.015,0.02572347266881029
379,135,385,144,without_mask,maksssksksss381,400,311,2,0.955,0.44855305466237944,0.015,0.028938906752411574
170,26,199,57,with_mask,maksssksksss179,400,267,0,0.46125,0.15543071161048688,0.0725,0.11610486891385768
45,57,62,76,with_mask,maksssksksss179,400,267,0,0.13375,0.24906367041198502,0.0425,0.07116104868913857
47,81,64,99,without_mask,maksssksksss179,400,267,2,0.13875,0.33707865168539325,0.0425,0.06741573033707865
89,53,116,76,without_mask,maksssksksss179,400,267,2,0.25625,0.24157303370786518,0.0675,0.08614232209737828
88,70,206,195,with_mask,maksssksksss654,267,400,0,0.550561797752809,0.33125,0.4419475655430712,0.3125
132,75,246,176,with_mask,maksssksksss377,400,300,0,0.4725,0.41833333333333333,0.285,0.33666666666666667
83,43,110,75,mask_weared_incorrect,maksssksksss386,400,268,1,0.24125,0.22014925373134328,0.0675,0.11940298507462686
139,65,167,94,with_mask,maksssksksss386,400,268,0,0.3825,0.2966417910447761,0.07,0.10820895522388059
185,70,204,89,with_mask,maksssksksss386,400,268,0,0.48625,0.2966417910447761,0.0475,0.0708955223880597
228,67,248,88,with_mask,maksssksksss386,400,268,0,0.595,0.2891791044776119,0.05,0.07835820895522388
249,76,262,90,with_mask,maksssksksss386,400,268,0,0.63875,0.30970149253731344,0.0325,0.05223880597014925
262,68,273,81,with_mask,maksssksksss386,400,268,0,0.66875,0.27798507462686567,0.0275,0.048507462686567165
283,73,288,80,without_mask,maksssksksss386,400,268,2,0.71375,0.28544776119402987,0.0125,0.026119402985074626
290,72,295,78,without_mask,maksssksksss386,400,268,2,0.73125,0.2798507462686567,0.0125,0.022388059701492536
314,75,320,81,with_mask,maksssksksss386,400,268,0,0.7925,0.291044776119403,0.015,0.022388059701492536
124,159,226,288,with_mask,maksssksksss790,301,400,0,0.5813953488372093,0.55875,0.3388704318936877,0.3225
57,67,107,122,with_mask,maksssksksss464,400,300,0,0.205,0.315,0.125,0.18333333333333332
188,111,218,146,with_mask,maksssksksss464,400,300,0,0.5075,0.42833333333333334,0.075,0.11666666666666667
233,83,262,117,with_mask,maksssksksss464,400,300,0,0.61875,0.3333333333333333,0.0725,0.11333333333333333
268,187,290,216,with_mask,maksssksksss464,400,300,0,0.6975,0.6716666666666666,0.055,0.09666666666666666
23,43,59,82,with_mask,maksssksksss779,400,266,0,0.1025,0.2349624060150376,0.09,0.14661654135338345
77,20,112,61,with_mask,maksssksksss779,400,266,0,0.23625,0.15225563909774437,0.0875,0.15413533834586465
139,41,163,71,with_mask,maksssksksss779,400,266,0,0.3775,0.21052631578947367,0.06,0.11278195488721804
189,71,212,98,with_mask,maksssksksss779,400,266,0,0.50125,0.3176691729323308,0.0575,0.10150375939849623
323,77,335,97,with_mask,maksssksksss779,400,266,0,0.8225,0.32706766917293234,0.03,0.07518796992481203
79,105,109,142,without_mask,maksssksksss0,512,366,2,0.18359375,0.337431693989071,0.05859375,0.10109289617486339
185,100,226,144,with_mask,maksssksksss0,512,366,0,0.4013671875,0.3333333333333333,0.080078125,0.12021857923497267
325,90,360,141,without_mask,maksssksksss0,512,366,2,0.6689453125,0.3155737704918033,0.068359375,0.13934426229508196
122,196,210,319,without_mask,maksssksksss571,301,400,2,0.5514950166112956,0.64375,0.292358803986711,0.3075
291,47,323,83,with_mask,maksssksksss732,400,268,0,0.7675,0.24253731343283583,0.08,0.13432835820895522
347,51,359,66,with_mask,maksssksksss732,400,268,0,0.8825,0.21828358208955223,0.03,0.055970149253731345
230,49,259,79,with_mask,maksssksksss732,400,268,0,0.61125,0.23880597014925373,0.0725,0.11194029850746269
197,49,221,79,with_mask,maksssksksss732,400,268,0,0.5225,0.23880597014925373,0.06,0.11194029850746269
151,46,175,68,with_mask,maksssksksss732,400,268,0,0.4075,0.2126865671641791,0.06,0.08208955223880597
107,47,129,72,with_mask,maksssksksss732,400,268,0,0.295,0.22201492537313433,0.055,0.09328358208955224
59,54,75,74,without_mask,maksssksksss732,400,268,2,0.1675,0.23880597014925373,0.04,0.07462686567164178
39,63,57,84,without_mask,maksssksksss732,400,268,2,0.12,0.27425373134328357,0.045,0.07835820895522388
30,184,142,327,with_mask,maksssksksss652,301,400,0,0.2857142857142857,0.63875,0.37209302325581395,0.3575
65,174,180,323,with_mask,maksssksksss828,301,400,0,0.4069767441860465,0.62125,0.38205980066445183,0.3725
79,79,272,269,with_mask,maksssksksss506,500,500,0,0.351,0.348,0.386,0.38
82,139,187,270,with_mask,maksssksksss328,301,400,0,0.446843853820598,0.51125,0.3488372093023256,0.3275
171,70,232,141,with_mask,maksssksksss456,400,300,0,0.50375,0.3516666666666667,0.1525,0.23666666666666666
48,144,177,307,with_mask,maksssksksss827,301,400,0,0.37375415282392027,0.56375,0.42857142857142855,0.4075
145,56,209,121,with_mask,maksssksksss226,400,225,0,0.4425,0.3933333333333333,0.16,0.28888888888888886
276,76,324,118,with_mask,maksssksksss177,400,300,0,0.75,0.3233333333333333,0.12,0.14
154,147,199,194,with_mask,maksssksksss177,400,300,0,0.44125,0.5683333333333334,0.1125,0.15666666666666668
36,73,95,141,with_mask,maksssksksss42,400,353,0,0.16375,0.3031161473087819,0.1475,0.19263456090651557
175,67,228,133,with_mask,maksssksksss42,400,353,0,0.50375,0.28328611898017,0.1325,0.18696883852691218
304,67,363,135,with_mask,maksssksksss42,400,353,0,0.83375,0.28611898016997167,0.1475,0.19263456090651557
33,244,95,312,with_mask,maksssksksss42,400,353,0,0.16,0.7875354107648725,0.155,0.19263456090651557
170,248,231,321,with_mask,maksssksksss42,400,353,0,0.50125,0.8059490084985835,0.1525,0.20679886685552407
306,248,366,313,with_mask,maksssksksss42,400,353,0,0.84,0.7946175637393768,0.15,0.18413597733711048
24,118,55,151,with_mask,maksssksksss396,400,300,0,0.09875,0.4483333333333333,0.0775,0.11
83,140,116,176,with_mask,maksssksksss396,400,300,0,0.24875,0.5266666666666666,0.0825,0.12
167,97,210,142,with_mask,maksssksksss396,400,300,0,0.47125,0.3983333333333333,0.1075,0.15
269,142,291,165,with_mask,maksssksksss396,400,300,0,0.7,0.5116666666666667,0.055,0.07666666666666666
310,86,366,135,without_mask,maksssksksss396,400,300,2,0.845,0.36833333333333335,0.14,0.16333333333333333
84,82,194,170,with_mask,maksssksksss208,400,200,0,0.3475,0.63,0.275,0.44
192,71,298,187,with_mask,maksssksksss208,400,200,0,0.6125,0.645,0.265,0.58
113,230,216,368,with_mask,maksssksksss500,301,400,0,0.5465116279069767,0.7475,0.34219269102990035,0.345
15,111,114,219,with_mask,maksssksksss165,450,463,0,0.14333333333333334,0.3563714902807775,0.22,0.23326133909287258
324,135,410,238,with_mask,maksssksksss165,450,463,0,0.8155555555555556,0.40280777537796975,0.19111111111111112,0.2224622030237581
131,224,227,346,with_mask,maksssksksss117,301,400,0,0.5946843853820598,0.7125,0.31893687707641194,0.305
104,144,213,285,with_mask,maksssksksss541,301,400,0,0.526578073089701,0.53625,0.36212624584717606,0.3525
60,154,161,278,with_mask,maksssksksss492,301,400,0,0.36710963455149503,0.54,0.33554817275747506,0.31
290,80,341,135,with_mask,maksssksksss279,400,266,0,0.78875,0.4041353383458647,0.1275,0.20676691729323307
48,237,79,266,without_mask,maksssksksss279,400,266,2,0.15875,0.9454887218045113,0.0775,0.10902255639097744
117,248,147,266,without_mask,maksssksksss279,400,266,2,0.33,0.9661654135338346,0.075,0.06766917293233082
105,23,170,96,with_mask,maksssksksss28,400,300,0,0.34375,0.19833333333333333,0.1625,0.24333333333333335
101,151,228,327,with_mask,maksssksksss596,301,400,0,0.5465116279069767,0.5975,0.4219269102990033,0.44
45,190,80,235,without_mask,maksssksksss772,267,400,2,0.2340823970037453,0.53125,0.13108614232209737,0.1125
108,150,169,212,without_mask,maksssksksss772,267,400,2,0.5187265917602997,0.4525,0.22846441947565543,0.155
76,72,113,110,with_mask,maksssksksss286,400,300,0,0.23625,0.30333333333333334,0.0925,0.12666666666666668
236,94,274,134,with_mask,maksssksksss286,400,300,0,0.6375,0.38,0.095,0.13333333333333333
116,88,150,122,with_mask,maksssksksss116,400,225,0,0.3325,0.4666666666666667,0.085,0.1511111111111111
160,79,193,118,with_mask,maksssksksss116,400,225,0,0.44125,0.43777777777777777,0.0825,0.17333333333333334
235,43,272,87,with_mask,maksssksksss116,400,225,0,0.63375,0.28888888888888886,0.0925,0.19555555555555557
304,68,336,102,with_mask,maksssksksss116,400,225,0,0.8,0.37777777777777777,0.08,0.1511111111111111
379,61,399,96,with_mask,maksssksksss116,400,225,0,0.9725,0.3488888888888889,0.05,0.15555555555555556
47,61,81,103,with_mask,maksssksksss90,400,267,0,0.16,0.30711610486891383,0.085,0.15730337078651685
102,83,133,125,with_mask,maksssksksss90,400,267,0,0.29375,0.3895131086142322,0.0775,0.15730337078651685
181,54,208,86,with_mask,maksssksksss90,400,267,0,0.48625,0.26217228464419473,0.0675,0.1198501872659176
214,51,252,96,with_mask,maksssksksss90,400,267,0,0.5825,0.2752808988764045,0.095,0.16853932584269662
199,126,239,174,with_mask,maksssksksss90,400,267,0,0.5475,0.5617977528089888,0.1,0.1797752808988764
245,19,273,46,with_mask,maksssksksss90,400,267,0,0.6475,0.12172284644194757,0.07,0.10112359550561797
311,37,339,72,with_mask,maksssksksss90,400,267,0,0.8125,0.20411985018726592,0.07,0.13108614232209737
272,33,292,55,with_mask,maksssksksss90,400,267,0,0.705,0.1647940074906367,0.05,0.08239700374531835
46,39,56,50,without_mask,maksssksksss543,400,210,2,0.1275,0.2119047619047619,0.025,0.05238095238095238
101,50,112,63,without_mask,maksssksksss543,400,210,2,0.26625,0.26904761904761904,0.0275,0.06190476190476191
194,34,205,51,without_mask,maksssksksss543,400,210,2,0.49875,0.20238095238095238,0.0275,0.08095238095238096
230,24,243,41,without_mask,maksssksksss543,400,210,2,0.59125,0.15476190476190477,0.0325,0.08095238095238096
252,51,270,69,without_mask,maksssksksss543,400,210,2,0.6525,0.2857142857142857,0.045,0.08571428571428572
295,40,306,50,without_mask,maksssksksss543,400,210,2,0.75125,0.21428571428571427,0.0275,0.047619047619047616
282,42,291,52,without_mask,maksssksksss543,400,210,2,0.71625,0.22380952380952382,0.0225,0.047619047619047616
267,42,278,55,without_mask,maksssksksss543,400,210,2,0.68125,0.23095238095238096,0.0275,0.06190476190476191
259,32,269,42,without_mask,maksssksksss543,400,210,2,0.66,0.1761904761904762,0.025,0.047619047619047616
337,31,350,46,without_mask,maksssksksss543,400,210,2,0.85875,0.18333333333333332,0.0325,0.07142857142857142
73,92,92,118,with_mask,maksssksksss801,400,295,0,0.20625,0.3559322033898305,0.0475,0.08813559322033898
158,112,181,130,with_mask,maksssksksss801,400,295,0,0.42375,0.4101694915254237,0.0575,0.061016949152542375
192,99,202,111,with_mask,maksssksksss801,400,295,0,0.4925,0.3559322033898305,0.025,0.04067796610169491
34,96,41,108,with_mask,maksssksksss801,400,295,0,0.09375,0.34576271186440677,0.0175,0.04067796610169491
291,92,300,105,with_mask,maksssksksss801,400,295,0,0.73875,0.3338983050847458,0.0225,0.04406779661016949
311,97,320,108,with_mask,maksssksksss801,400,295,0,0.78875,0.3474576271186441,0.0225,0.03728813559322034
221,90,236,108,without_mask,maksssksksss801,400,295,2,0.57125,0.33559322033898303,0.0375,0.061016949152542375
263,100,279,120,without_mask,maksssksksss801,400,295,2,0.6775,0.3728813559322034,0.04,0.06779661016949153
44,63,95,117,with_mask,maksssksksss174,400,272,0,0.17375,0.33088235294117646,0.1275,0.19852941176470587
102,60,142,104,with_mask,maksssksksss174,400,272,0,0.305,0.3014705882352941,0.1,0.16176470588235295
196,44,250,100,with_mask,maksssksksss174,400,272,0,0.5575,0.2647058823529412,0.135,0.20588235294117646
351,54,392,102,with_mask,maksssksksss174,400,272,0,0.92875,0.2867647058823529,0.1025,0.17647058823529413
194,102,230,139,with_mask,maksssksksss38,400,285,0,0.53,0.42280701754385963,0.09,0.12982456140350876
252,116,284,149,without_mask,maksssksksss38,400,285,2,0.67,0.4649122807017544,0.08,0.11578947368421053
86,177,188,305,with_mask,maksssksksss766,301,400,0,0.45514950166112955,0.6025,0.3388704318936877,0.32
22,121,77,181,with_mask,maksssksksss86,400,300,0,0.12375,0.5033333333333333,0.1375,0.2
231,76,290,144,with_mask,maksssksksss86,400,300,0,0.65125,0.36666666666666664,0.1475,0.22666666666666666
335,135,395,198,without_mask,maksssksksss86,400,300,2,0.9125,0.555,0.15,0.21
78,105,111,149,without_mask,maksssksksss86,400,300,2,0.23625,0.42333333333333334,0.0825,0.14666666666666667
93,136,136,181,with_mask,maksssksksss731,400,400,0,0.28625,0.39625,0.1075,0.1125
248,93,309,163,with_mask,maksssksksss731,400,400,0,0.69625,0.32,0.1525,0.175
75,271,152,385,with_mask,maksssksksss8,301,400,0,0.3770764119601329,0.82,0.2558139534883721,0.285
94,60,118,83,with_mask,maksssksksss449,400,381,0,0.265,0.18766404199475065,0.06,0.06036745406824147
124,72,147,93,with_mask,maksssksksss449,400,381,0,0.33875,0.21653543307086615,0.0575,0.05511811023622047
157,44,186,78,with_mask,maksssksksss449,400,381,0,0.42875,0.16010498687664043,0.0725,0.08923884514435695
265,242,295,276,with_mask,maksssksksss449,400,381,0,0.7,0.6797900262467191,0.075,0.08923884514435695
52,53,73,76,with_mask,maksssksksss3,400,271,0,0.15625,0.23800738007380073,0.0525,0.08487084870848709
72,53,92,75,with_mask,maksssksksss3,400,271,0,0.205,0.23616236162361623,0.05,0.08118081180811808
112,51,120,68,with_mask,maksssksksss3,400,271,0,0.29,0.21955719557195572,0.02,0.06273062730627306
155,60,177,83,with_mask,maksssksksss3,400,271,0,0.415,0.26383763837638374,0.055,0.08487084870848709
189,59,210,80,with_mask,maksssksksss3,400,271,0,0.49875,0.2564575645756458,0.0525,0.07749077490774908
235,57,257,78,with_mask,maksssksksss3,400,271,0,0.615,0.24907749077490776,0.055,0.07749077490774908
289,60,309,83,with_mask,maksssksksss3,400,271,0,0.7475,0.26383763837638374,0.05,0.08487084870848709
313,68,333,90,with_mask,maksssksksss3,400,271,0,0.8075,0.2915129151291513,0.05,0.08118081180811808
351,35,364,59,with_mask,maksssksksss3,400,271,0,0.89375,0.17343173431734318,0.0325,0.08856088560885608
130,235,234,380,with_mask,maksssksksss629,301,400,0,0.6046511627906976,0.76875,0.34551495016611294,0.3625
61,39,96,95,with_mask,maksssksksss718,400,267,0,0.19625,0.250936329588015,0.0875,0.20973782771535582
90,49,136,110,with_mask,maksssksksss718,400,267,0,0.2825,0.29775280898876405,0.115,0.22846441947565543
157,50,193,103,with_mask,maksssksksss718,400,267,0,0.4375,0.28651685393258425,0.09,0.19850187265917604
205,73,233,113,with_mask,maksssksksss718,400,267,0,0.5475,0.34831460674157305,0.07,0.149812734082397
251,42,274,82,with_mask,maksssksksss718,400,267,0,0.65625,0.23220973782771537,0.0575,0.149812734082397
285,71,311,104,with_mask,maksssksksss718,400,267,0,0.745,0.32771535580524347,0.065,0.12359550561797752
312,69,328,98,mask_weared_incorrect,maksssksksss718,400,267,1,0.8,0.31273408239700373,0.04,0.10861423220973783
322,61,335,86,with_mask,maksssksksss718,400,267,0,0.82125,0.2752808988764045,0.0325,0.09363295880149813
342,75,357,95,with_mask,maksssksksss718,400,267,0,0.87375,0.31835205992509363,0.0375,0.0749063670411985
27,64,44,84,with_mask,maksssksksss238,400,267,0,0.08875,0.27715355805243447,0.0425,0.0749063670411985
56,72,72,93,with_mask,maksssksksss238,400,267,0,0.16,0.3089887640449438,0.04,0.07865168539325842
103,58,120,78,with_mask,maksssksksss238,400,267,0,0.27875,0.2546816479400749,0.0425,0.0749063670411985
152,89,169,108,with_mask,maksssksksss238,400,267,0,0.40125,0.36891385767790263,0.0425,0.07116104868913857
159,60,175,74,with_mask,maksssksksss238,400,267,0,0.4175,0.250936329588015,0.04,0.052434456928838954
213,47,229,67,with_mask,maksssksksss238,400,267,0,0.5525,0.21348314606741572,0.04,0.0749063670411985
258,63,268,84,with_mask,maksssksksss238,400,267,0,0.6575,0.2752808988764045,0.025,0.07865168539325842
278,69,293,91,with_mask,maksssksksss238,400,267,0,0.71375,0.299625468164794,0.0375,0.08239700374531835
328,69,344,86,with_mask,maksssksksss238,400,267,0,0.84,0.2902621722846442,0.04,0.06367041198501873
354,75,369,93,with_mask,maksssksksss238,400,267,0,0.90375,0.3146067415730337,0.0375,0.06741573033707865
104,182,220,317,without_mask,maksssksksss757,301,400,2,0.5382059800664452,0.62375,0.3853820598006645,0.3375
101,73,108,82,without_mask,maksssksksss336,400,267,2,0.26125,0.2902621722846442,0.0175,0.033707865168539325
123,67,143,83,with_mask,maksssksksss336,400,267,0,0.3325,0.2808988764044944,0.05,0.0599250936329588
178,64,185,72,without_mask,maksssksksss336,400,267,2,0.45375,0.2546816479400749,0.0175,0.0299625468164794
167,114,183,128,with_mask,maksssksksss336,400,267,0,0.4375,0.45318352059925093,0.04,0.052434456928838954
225,60,240,76,with_mask,maksssksksss336,400,267,0,0.58125,0.2546816479400749,0.0375,0.0599250936329588
261,65,277,82,with_mask,maksssksksss336,400,267,0,0.6725,0.2752808988764045,0.04,0.06367041198501873
282,75,295,92,without_mask,maksssksksss336,400,267,2,0.72125,0.31273408239700373,0.0325,0.06367041198501873
330,20,362,56,with_mask,maksssksksss336,400,267,0,0.865,0.14232209737827714,0.08,0.1348314606741573
8,15,36,45,with_mask,maksssksksss705,400,225,0,0.055,0.13333333333333333,0.07,0.13333333333333333
53,19,86,50,with_mask,maksssksksss705,400,225,0,0.17375,0.15333333333333332,0.0825,0.13777777777777778
59,77,94,111,with_mask,maksssksksss705,400,225,0,0.19125,0.4177777777777778,0.0875,0.1511111111111111
27,155,58,186,with_mask,maksssksksss705,400,225,0,0.10625,0.7577777777777778,0.0775,0.13777777777777778
110,86,144,123,with_mask,maksssksksss705,400,225,0,0.3175,0.46444444444444444,0.085,0.16444444444444445
104,170,135,197,with_mask,maksssksksss705,400,225,0,0.29875,0.8155555555555556,0.0775,0.12
190,119,225,159,with_mask,maksssksksss705,400,225,0,0.51875,0.6177777777777778,0.0875,0.17777777777777778
197,185,229,222,with_mask,maksssksksss705,400,225,0,0.5325,0.9044444444444445,0.08,0.16444444444444445
225,112,256,145,with_mask,maksssksksss705,400,225,0,0.60125,0.5711111111111111,0.0775,0.14666666666666667
279,157,310,194,with_mask,maksssksksss705,400,225,0,0.73625,0.78,0.0775,0.16444444444444445
323,55,355,90,with_mask,maksssksksss705,400,225,0,0.8475,0.32222222222222224,0.08,0.15555555555555556
377,28,400,55,with_mask,maksssksksss705,400,225,0,0.97125,0.18444444444444444,0.0575,0.12
374,79,400,113,with_mask,maksssksksss705,400,225,0,0.9675,0.4266666666666667,0.065,0.1511111111111111
320,123,351,159,with_mask,maksssksksss705,400,225,0,0.83875,0.6266666666666667,0.0775,0.16
360,142,397,179,with_mask,maksssksksss705,400,225,0,0.94625,0.7133333333333334,0.0925,0.16444444444444445
309,191,344,225,with_mask,maksssksksss705,400,225,0,0.81625,0.9244444444444444,0.0875,0.1511111111111111
17,104,55,137,with_mask,maksssksksss445,400,267,0,0.09,0.45131086142322097,0.095,0.12359550561797752
52,78,86,111,with_mask,maksssksksss445,400,267,0,0.1725,0.3539325842696629,0.085,0.12359550561797752
72,56,101,93,mask_weared_incorrect,maksssksksss445,400,267,1,0.21625,0.27902621722846443,0.0725,0.13857677902621723
142,73,177,108,with_mask,maksssksksss445,400,267,0,0.39875,0.3389513108614232,0.0875,0.13108614232209737
180,56,210,90,with_mask,maksssksksss445,400,267,0,0.4875,0.27340823970037453,0.075,0.12734082397003746
240,68,264,96,with_mask,maksssksksss445,400,267,0,0.63,0.30711610486891383,0.06,0.10486891385767791
267,62,298,97,with_mask,maksssksksss445,400,267,0,0.70625,0.29775280898876405,0.0775,0.13108614232209737
332,34,350,61,with_mask,maksssksksss445,400,267,0,0.8525,0.17790262172284643,0.045,0.10112359550561797
377,39,396,62,with_mask,maksssksksss445,400,267,0,0.96625,0.1891385767790262,0.0475,0.08614232209737828
199,237,230,266,mask_weared_incorrect,maksssksksss445,400,267,1,0.53625,0.9419475655430711,0.0775,0.10861423220973783
40,246,135,364,without_mask,maksssksksss482,301,400,2,0.29069767441860467,0.7625,0.31561461794019935,0.295
142,13,249,133,with_mask,maksssksksss394,400,218,0,0.48875,0.3348623853211009,0.2675,0.5504587155963303
2,160,36,197,with_mask,maksssksksss74,400,301,0,0.0475,0.5930232558139535,0.085,0.12292358803986711
27,120,43,138,with_mask,maksssksksss74,400,301,0,0.0875,0.42857142857142855,0.04,0.059800664451827246
44,112,55,125,with_mask,maksssksksss74,400,301,0,0.12375,0.39368770764119604,0.0275,0.04318936877076412
64,101,74,110,with_mask,maksssksksss74,400,301,0,0.1725,0.3504983388704319,0.025,0.029900332225913623
5,105,14,113,with_mask,maksssksksss74,400,301,0,0.02375,0.36212624584717606,0.0225,0.026578073089700997
72,123,87,136,with_mask,maksssksksss74,400,301,0,0.19875,0.43023255813953487,0.0375,0.04318936877076412
89,103,100,115,with_mask,maksssksksss74,400,301,0,0.23625,0.36212624584717606,0.0275,0.03986710963455149
92,135,138,184,with_mask,maksssksksss74,400,301,0,0.2875,0.5299003322259136,0.115,0.16279069767441862
112,103,122,111,with_mask,maksssksksss74,400,301,0,0.2925,0.3554817275747508,0.025,0.026578073089700997
148,108,155,114,with_mask,maksssksksss74,400,301,0,0.37875,0.3687707641196013,0.0175,0.019933554817275746
155,113,166,123,with_mask,maksssksksss74,400,301,0,0.40125,0.3920265780730897,0.0275,0.03322259136212625
169,128,186,146,with_mask,maksssksksss74,400,301,0,0.44375,0.45514950166112955,0.0425,0.059800664451827246
205,121,230,147,with_mask,maksssksksss74,400,301,0,0.54375,0.44518272425249167,0.0625,0.08637873754152824
199,114,208,128,with_mask,maksssksksss74,400,301,0,0.50875,0.4019933554817276,0.0225,0.046511627906976744
175,112,182,119,with_mask,maksssksksss74,400,301,0,0.44625,0.38372093023255816,0.0175,0.023255813953488372
229,102,240,111,with_mask,maksssksksss74,400,301,0,0.58625,0.3538205980066445,0.0275,0.029900332225913623
276,115,286,123,with_mask,maksssksksss74,400,301,0,0.7025,0.3953488372093023,0.025,0.026578073089700997
277,101,284,108,with_mask,maksssksksss74,400,301,0,0.70125,0.34717607973421927,0.0175,0.023255813953488372
294,128,304,138,with_mask,maksssksksss74,400,301,0,0.7475,0.4418604651162791,0.025,0.03322259136212625
288,107,295,112,with_mask,maksssksksss74,400,301,0,0.72875,0.3637873754152824,0.0175,0.016611295681063124
307,116,315,125,with_mask,maksssksksss74,400,301,0,0.7775,0.4003322259136213,0.02,0.029900332225913623
321,125,340,144,with_mask,maksssksksss74,400,301,0,0.82625,0.446843853820598,0.0475,0.06312292358803986
352,116,362,126,with_mask,maksssksksss74,400,301,0,0.8925,0.4019933554817276,0.025,0.03322259136212625
391,129,400,149,with_mask,maksssksksss74,400,301,0,0.98875,0.46179401993355484,0.0225,0.0664451827242525
379,112,391,122,with_mask,maksssksksss74,400,301,0,0.9625,0.38870431893687707,0.03,0.03322259136212625
215,103,221,109,without_mask,maksssksksss74,400,301,2,0.545,0.3521594684385382,0.015,0.019933554817275746
